name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Under Pressure,Under Pressure (Deluxe),Logic,5LME7YULt0enp6UAB8VoDn,2014-10-21,62,559533,0.701,0.239,0.856,0.0,0.106,0.563,-5.465,0.219,83.982,11,4,Energetic
Hands on the Wheel (feat. Asap Rocky),Habits & Contradictions,ScHoolboy Q,78JKJfKsqgeBDBF58gv1SF,2012-01-14,63,197131,0.646,0.0166,0.784,0.0,0.0721,0.179,-7.471,0.108,127.839,1,4,Energetic
Out the Mud,Luca Brasi 2: Gangsta Grillz,Kevin Gates,2UyQQjPjq4nA7mYivEkzRx,2014-12-15,62,241186,0.854,0.0402,0.709,0.0,0.0901,0.403,-5.214,0.105,129.929,10,4,Energetic
Pop That,Excuse My French (Deluxe),French Montana,4GVD0FIBo08FSAy3tbIY7g,2013-01-01,52,303533,0.734,0.0648,0.892,0.0,0.58,0.605,-1.856,0.125,138.031,2,4,Energetic
U Mad,U Mad,VIC MENSA,3KiEydhjn7yf58h9jBD5Sa,2015-04-20,58,299800,0.723,0.0121,0.585,0.0,0.325,0.485,-6.496,0.0471,134.071,1,4,Energetic
King Kunta,To Pimp A Butterfly,Kendrick Lamar,0N3W5peJUQtI4eyR6GJT5O,2015-03-16,75,234693,0.884,0.00589,0.657,0.0,0.154,0.489,-4.569,0.0977,107.059,6,4,Energetic
Flexicution,Bobby Tarantino,Logic,2c8sgbZoEanC3QyFNZxUcA,2016-07-01,65,218946,0.782,0.0619,0.713,0.00125,0.108,0.68,-6.576,0.0899,159.839,0,4,Energetic
Old English,Old English,Young Thug,56X1fzloIoGKKOgpLLIGoe,2014-07-01,58,201960,0.809,0.0408,0.801,0.0,0.353,0.744,-5.461,0.407,81.94,1,4,Energetic
DnF (feat. Drake & Future),Dear America,Preme,5EMKS6mLi4JprJxy8IGdhT,2014-09-09,58,205386,0.707,0.0836,0.599,0.0,0.31,0.55,-7.053,0.305,76.881,0,4,Energetic
Blood On The Leaves,Yeezus,Kanye West,42GcjriRK6srwHkfbkBqVl,2013-06-18,68,359800,0.397,0.395,0.69,0.0,0.101,0.36,-4.108,0.195,172.073,2,4,Energetic
We Still in this Bitch (feat. T.I. and Juicy J),Underground Luxury,B.o.B,3aHkbJXFYpPrup2K8wvDOV,2013-12-16,57,247986,0.693,0.013,0.733,0.0,0.0924,0.497,-5.126,0.139,140.01,1,4,Energetic
Everybody,Everybody,Logic,7cGFbx7MP0H23iHZTZpqMM,2017-05-05,67,162346,0.885,0.161,0.94,0.0,0.0675,0.773,-5.908,0.0913,110.005,1,4,Energetic
Chun-Li,Queen,Nicki Minaj,1e4rwBPVI32vZtTJu7mJ4J,2018-08-10,73,191600,0.686,0.278,0.73,4.76e-05,0.106,0.474,-5.077,0.374,128.943,6,5,Energetic
Where Ya At (feat. Drake),DS2 (Deluxe),Future,5nN8BwAQDJDguq7Dpd3JQQ,2015-07-17,69,208026,0.813,0.0933,0.453,0.0,0.14,0.191,-6.941,0.338,161.997,1,4,Energetic
Ass Drop,Blacc Hollywood (Deluxe),Wiz Khalifa,2iDjCLUOGhJtz5cPHljGVd,2014-08-19,61,166706,0.816,0.0136,0.578,1.2e-05,0.0412,0.302,-4.536,0.0986,177.959,10,4,Energetic
No Mediocre (feat. Iggy Azalea),No Mediocre (feat. Iggy Azalea),T.I.,38aECKrbMv2F5FsYYCewCQ,2014-06-16,58,201600,0.78,0.0826,0.45,0.0,0.0809,0.178,-9.539,0.0465,95.486,1,4,Energetic
Fade Away,The Incredible True Story,Logic,4QRWA5UqYU1st9aO0UfxOj,2015-11-13,61,287400,0.709,0.27,0.787,0.00114,0.296,0.607,-2.377,0.235,75.986,1,4,Energetic
No Lie,Based On A T.R.U. Story (Deluxe),2 Chainz,4Ox97hNeJSWFCZ8vp76vog,2012-01-01,51,237826,0.634,0.0172,0.665,0.0,0.365,0.611,-5.984,0.176,131.108,6,4,Energetic
Famous,The Life Of Pablo,Kanye West,19a3JfW8BQwqHWUMbcqSx8,2016-06-10,74,196040,0.465,0.0711,0.735,0.0,0.0975,0.409,-3.715,0.117,173.935,6,4,Energetic
Blasé (feat. Future & Rae Sremmurd),Free TC,Ty Dolla $ign,5suEtW2DUAfvroohjzgatb,2015-11-13,59,285240,0.897,0.0219,0.642,1.31e-06,0.159,0.291,-8.828,0.0534,127.984,2,4,Energetic
Kush - Main,Kush,Dr. Dre,1U8Ho1nOzKXYDvfigOuHG4,2010-11-18,66,235120,0.444,0.000622,0.866,4.72e-05,0.105,0.375,-6.217,0.111,94.968,7,4,Energetic
Bodak Yellow,Invasion of Privacy,Cardi B,6KBYefIoo7KydImq1uUQlL,2018-04-06,78,223712,0.926,0.0659,0.703,0.0,0.231,0.485,-6.337,0.103,125.022,11,4,Energetic
Worst Behavior,Nothing Was The Same (Deluxe),Drake,3X37NtwadSS0RM20dh2IgP,2013-01-01,58,270200,0.777,0.156,0.778,1.08e-06,0.196,0.437,-6.349,0.136,109.925,9,4,Energetic
Panda,New English,Desiigner,5YEOzOojehCqxGQCcQiyR4,2016-06-26,75,246761,0.576,0.028,0.766,1.68e-06,0.366,0.236,-4.943,0.449,144.833,10,4,Energetic
Bugatti,Trials & Tribulations,Ace Hood,0uFvvXbmGIXlf5ZgtHyYpf,2013-01-01,66,269266,0.6,0.0191,0.592,0.0,0.0955,0.0663,-4.947,0.0545,130.205,1,4,Energetic
Rap God,The Marshall Mathers LP2 (Deluxe),Eminem,6or1bKJiZ06IlK0vFvY75k,2013-11-05,78,363521,0.708,0.397,0.843,0.0,0.799,0.625,-2.66,0.314,148.14,7,4,Energetic
Do My Dance,Do My Dance,Tyga,7Hk12JkCFwLO4s1jRGBS6s,2012-01-01,56,214293,0.838,0.00357,0.618,0.00166,0.132,0.746,-5.187,0.0805,153.95,9,4,Energetic
Black Skinhead,Yeezus,Kanye West,722tgOgdIbNe3BEyLnejw4,2013-06-18,76,188013,0.766,0.0011,0.809,0.0,0.168,0.325,-6.123,0.279,130.127,1,4,Energetic
Schemin Up (feat. Drake and P. Reign),Schemin Up (feat. Drake and P. Reign),OB OBrien,63M8PK8yavNITSViKUB62p,2014-12-15,53,330769,0.752,0.338,0.766,0.0,0.0861,0.501,-5.11,0.251,141.82,1,4,Energetic
Wicked,EVOL,Future,6BbINUfGabVyiNFJpQXn3x,2016-04-13,64,173346,0.718,0.00191,0.679,0.0104,0.385,0.205,-5.899,0.0706,157.97,11,4,Energetic
Go Hard or Go Home,Go Hard or Go Home,Wiz Khalifa,4IXiFMhtXEbSEG8UoAeTwD,2015-02-17,64,232772,0.651,0.00293,0.741,1.2e-05,0.217,0.386,-5.067,0.0408,168.02,4,4,Energetic
Lie,Perception,NF,07FkzikE6FuHIa8Ma7zJGc,2017-10-06,80,209213,0.513,0.161,0.661,0.0,0.246,0.179,-6.419,0.24,94.791,5,4,Energetic
I'm Legit,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Nicki Minaj,5VH29X65xVLfH2TwD9EcxO,2012-01-01,70,198053,0.859,0.0301,0.746,0.000877,0.169,0.543,-3.014,0.0663,75.002,9,4,Energetic
Nasty Freestyle,Nasty Freestyle,T-Wayne,0PT7nlpo11hYYyfnBgtilT,2015-05-04,66,142212,0.779,0.0577,0.472,0.0,0.114,0.412,-7.116,0.218,135.051,11,4,Energetic
Digital Dash,What A Time To Be Alive,Drake,0GR7iJLhj80KD5LkA14ZRn,2015-09-20,62,231231,0.881,0.00296,0.546,4.72e-06,0.226,0.276,-7.566,0.12,140.032,2,4,Energetic
Tom Ford,Magna Carta... Holy Grail,JAY-Z,17emWpF3SHGmuIu46LnWMB,2013-07-04,55,189013,0.863,0.05,0.705,2.21e-05,0.524,0.599,-6.202,0.31,145.099,8,4,Energetic
Gangsta Luv,Malice 'N Wonderland,Snoop Dogg,1E8wif6bVXurUgxV8Gfwrw,2009-01-01,52,256546,0.59,0.0277,0.735,0.0,0.0818,0.398,-4.924,0.297,102.076,2,4,Energetic
All Day,All Day,Kanye West,79reBHqpRoWXaQbjBBY3UC,2015-03-02,62,310906,0.861,0.0739,0.651,0.0,0.211,0.421,-4.718,0.111,122.985,9,4,Energetic
Therapy Session,Therapy Session,NF,6WKk8l8EXiwPBYlmSlhZWx,2016-04-22,68,331480,0.704,0.275,0.778,0.0,0.401,0.465,-6.722,0.156,109.963,8,4,Energetic
Cut It (feat. Young Dolph),Cut It (feat. Young Dolph),O.T. Genasis,376KnY4TrgBITxjlnbnmIy,2015-09-25,62,222600,0.875,0.135,0.673,0.0,0.292,0.231,-4.184,0.0932,130.0,7,4,Energetic
Rolex,Rolex,Ayo & Teo,0pSBuHjILhNEo55xK1zrRt,2017-03-15,75,238586,0.804,0.0837,0.886,0.0,0.266,0.789,-2.512,0.04,144.946,1,4,Energetic
High School,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Nicki Minaj,3UrNOHCzVxX2KZbNcKQAyu,2012-01-01,59,218746,0.531,0.135,0.683,0.00265,0.22,0.212,-4.093,0.333,84.817,1,4,Energetic
How Low,Battle Of The Sexes (Deluxe),Ludacris,1WtTLtofvcjQM3sXSMkDdX,2010-01-01,64,201586,0.785,0.00248,0.498,1.23e-06,0.224,0.418,-6.977,0.0533,143.96,1,4,Energetic
Let Nas Down,Born Sinner,J. Cole,26RcjBcThMrZ8KvsqApOvN,2013-06-14,1,277200,0.458,0.0256,0.74,0.0,0.296,0.37,-5.65,0.245,79.255,9,4,Energetic
Kings Never Die,Southpaw (Music From And Inspired By The Motion Picture),Various Artists,4uX7M3U4I1nsZ7SFM4XNCn,2015-07-24,65,296133,0.771,0.0275,0.896,0.0,0.204,0.0593,-5.289,0.129,112.505,4,3,Energetic
Murder To Excellence,Watch The Throne (Deluxe),JAY-Z,1smcSwXObpmxcjCulmjMgy,2011-08-08,58,300960,0.566,0.0242,0.815,0.0,0.0804,0.576,-4.741,0.321,87.353,1,4,Energetic
New Slaves,Yeezus,Kanye West,4cAgkb0ifwn0FSHGXnr4F6,2013-06-18,66,256093,0.506,0.165,0.59,1.09e-05,0.096,0.359,-4.322,0.076,141.099,1,4,Energetic
The Blacker The Berry,To Pimp A Butterfly,Kendrick Lamar,5Mtt6tZSZA9cXTHGSGpyh0,2015-03-16,63,328826,0.553,0.00713,0.852,0.0,0.463,0.27,-4.08,0.305,176.058,10,4,Energetic
Want Some More,The Pinkprint,Nicki Minaj,0vAC5l2HBgjpSNOaTvQywd,2014-12-15,52,229626,0.842,0.129,0.466,0.000582,0.187,0.214,-7.231,0.0518,124.922,10,4,Energetic
We Own It (Fast & Furious),Fast & Furious 6,Various Artists,5DD9jE8Z3LvpVn2TxknJyX,2013-01-01,62,227893,0.554,0.0521,0.899,0.0,0.0568,0.552,-4.573,0.408,171.966,8,4,Energetic
Rain On Me (with Ariana Grande),Chromatica,Lady Gaga,7ju97lgwC2rKQ6wwsf9no9,2020-05-29,81,182200,0.672,0.021,0.855,0,0.323,0.646,-3.764,0.0397,123.056,9,4,Energetic
My Head & My Heart,Heaven & Hell,Ava Max,1KixkQVDUHggZMU9dUobgm,2020-09-18,90,174760,0.614,0.0697,0.934,0,0.121,0.436,-3.709,0.07,116.001,9,4,Energetic
On The Floor,Love?,Jennifer Lopez,3C0nOe05EIt1390bVABLyN,2011-01-01,75,284866,0.73,0.105,0.777,0.000478,0.0691,0.575,-5.194,0.0496,130.0,3,4,Energetic
Shake It Off,1989 (Deluxe),Taylor Swift,0cqRj7pUJDkTCEsJkx8snD,2014-01-01,80,219200,0.647,0.0647,0.8,0,0.334,0.942,-5.384,0.165,160.078,7,4,Energetic
Hot N Cold,One Of The Boys,Katy Perry,0iGckQFyv6svOfAbAY9aWJ,2008-06-17,73,220226,0.706,7.95e-05,0.841,0,0.0688,0.861,-3.956,0.0418,132.032,7,4,Energetic
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,2bT1PH7Cw3J9p3t7nlXCdh,2019-06-19,75,191466,0.691,0.487,0.823,0,0.134,0.87,-4.197,0.0623,123.935,2,4,Energetic
Fly Away,Fly Away,Tones And I,5ri4zqtWhG07hIuNNDWP76,2020-11-13,84,178156,0.806,0.217,0.513,0,0.217,0.503,-6.208,0.0685,124.988,4,4,Energetic
Don't Call Me Up,Don't Call Me Up,Mabel,4QjVfuu7om31HBan0jlX4p,2019-01-18,68,178480,0.674,0.296,0.881,3.01e-06,0.0793,0.234,-2.853,0.147,98.994,9,4,Energetic
Bad Blood,Bad Blood,Taylor Swift,6xsEAm6w9oMQYYg3jkEkMT,2015-05-17,69,200106,0.654,0.0294,0.655,0,0.139,0.221,-7.388,0.106,170.16,11,4,Energetic
Kings & Queens,Heaven & Hell,Ava Max,7a53HqqArd4b9NF4XAmlbI,2020-09-18,86,162398,0.637,0.00786,0.69,0,0.124,0.457,-4.057,0.0405,129.857,1,4,Energetic
Stupid Love,Chromatica,Lady Gaga,7yBbV2k2S2uhaQc24NF2xt,2020-05-29,79,193533,0.68,0.00173,0.825,0.000122,0.27,0.784,-4.296,0.0702,117.987,8,4,Energetic
Firework,Teenage Dream,Katy Perry,1mXuMM6zjPgjL4asbBsgnt,2010-08-24,72,227893,0.638,0.141,0.832,0,0.113,0.648,-5.039,0.049,124.071,8,4,Energetic
Youngblood,Youngblood,5 Seconds of Summer,55S2PQgSMYAhgoTCcGCDfw,2018-04-12,75,203417,0.596,0.0169,0.854,0,0.124,0.152,-5.114,0.463,120.274,7,4,Energetic
Bang Bang,My Everything (Deluxe),Ariana Grande,466s1BacUmiRdR3ISvNjyx,2014-08-25,63,199320,0.703,0.283,0.747,0,0.396,0.7,-4.446,0.0895,149.974,0,4,Energetic
Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,6ft4hAq6yde8jPZY2i5zLr,2020-10-30,92,167903,0.632,0.0689,0.595,0,0.209,0.435,-7.644,0.0401,124.114,8,4,Energetic
Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),Pitbull,0Hf4aIJpsN4Os2f0y0VqWl,2012,77,229506,0.673,0.039,0.758,0,0.341,0.542,-3.632,0.158,135.956,7,4,Energetic
Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,2VOomzT6VavJOGBeySqaMc,2008-06-02,78,238626,0.707,0.0863,0.813,0,0.168,0.722,-4.515,0.0571,124.921,11,4,Energetic
Kiss You,Take Me Home: Yearbook Edition,One Direction,0AkQbXGN4KG34TS7xLrM68,2012-11-09,4,182960,0.63,0.0186,0.934,0,0.324,0.905,-2.559,0.0589,89.992,4,4,Energetic
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Black Eyed Peas,4kLLWz7srcuLKA7Et40PQR,2009-01-01,82,289133,0.743,0.0873,0.766,0,0.509,0.61,-6.375,0.0265,127.96,0,4,Energetic
Bad Romance,The Fame Monster (Deluxe Edition),Lady Gaga,0SiywuOBRcynK0uKGWdCnn,2009-11-05,83,294573,0.696,0.00314,0.921,5.24e-05,0.0842,0.714,-3.755,0.0363,119.001,0,4,Energetic
Part Of Me,Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,1nZzRJbFvCEct3uzu04ZoL,2012-03-12,74,216160,0.678,0.000417,0.918,0,0.0744,0.769,-4.63,0.0355,130.028,5,4,Energetic
Glad You Came,Battleground (Deluxe Edition),The Wanted,5yDL13y5giogKs2fSNf7sj,2011-01-01,76,197935,0.722,0.0319,0.851,0,0.108,0.452,-3.873,0.0639,126.885,7,4,Energetic
Only Girl (In The World),Loud,Rihanna,0AH6WMe3OlAlUb5miXt2FQ,2010-11-16,75,235493,0.789,0.129,0.716,1.07e-05,0.069,0.611,-4.241,0.0432,125.906,11,4,Energetic
DJ Got Us Fallin' In Love (feat. Pitbull),Raymond v Raymond (Expanded Edition),Usher,4356Typ82hUiFAynbLYbPn,2010-03-30,81,220800,0.663,0.0338,0.861,0,0.082,0.654,-3.398,0.109,119.963,7,4,Energetic
New Rules,Dua Lipa (Deluxe),Dua Lipa,2ekn2ttSfGqwhhate0LSR0,2017-06-02,82,209320,0.762,0.00261,0.7,1.56e-05,0.153,0.608,-6.021,0.0694,116.073,9,4,Energetic
I Wanna Be Dancing,I Wanna Be Dancing,Drew Sycamore,0UkjMIfspaFG1TE0Op75sy,2020-10-02,61,160952,0.764,0.0281,0.793,0.00174,0.317,0.831,-5.466,0.067,123.013,8,4,Energetic
There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,7JJmb5XwzOO8jgpou264Ml,2017-04-20,83,199440,0.866,0.38,0.813,0,0.0779,0.969,-4.063,0.0554,121.998,11,4,Energetic
Born This Way,Born This Way (International Special Edition Version),Lady Gaga,30XU4suKzCeoCK9YFzdufg,2011-05-23,74,260253,0.587,0.00327,0.828,0,0.331,0.494,-5.108,0.161,123.907,11,4,Energetic
Break Free,My Everything (Deluxe),Ariana Grande,12KUFSHFgT0XCoiSlvdQi4,2014-08-25,76,214840,0.687,0.0064,0.702,4.35e-05,0.204,0.284,-5.324,0.0455,129.956,7,4,Energetic
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over (Revised International Standard version),Maroon 5,7pYfyrMNPn3wtoCyqcTVoI,2010,78,201493,0.722,0.0117,0.761,0,0.315,0.624,-4.459,0.0475,128.044,11,4,Energetic
Power (feat. Stormzy),Glory Days: The Platinum Edition,Little Mix,02gj0J38nzyO9lNi9mzi3A,2017-11-24,5,242293,0.586,0.0345,0.865,5.55e-06,0.165,0.468,-4.092,0.319,172.917,7,4,Energetic
We Found Love,Talk That Talk,Rihanna,0U10zFw4GlBacOy9VDGfGL,2011-11-19,75,215226,0.735,0.025,0.766,0.00138,0.108,0.6,-4.485,0.0383,127.985,1,4,Energetic
Fall So Hard,Fall So Hard,Christopher,07J3p1GchLPc2kAKFgd1TD,2021-03-12,62,214720,0.572,0.0949,0.797,0,0.259,0.598,-4.181,0.0497,135.76,0,4,Energetic
Blow Your Mind (Mwah),Blow Your Mind (Mwah),Dua Lipa,7kJlTKjNZVT26iwiDUVhRm,2016-08-26,72,178583,0.654,0.0188,0.796,0,0.0948,0.491,-4.761,0.122,108.854,2,4,Energetic
Can We Dance,Meet The Vamps,The Vamps,2kqAtjOtQPAR0OiYUJR43k,2014-01-01,66,192710,0.64,0.00312,0.82,0,0.189,0.583,-4.729,0.0464,130.108,1,4,Energetic
Into You,Dangerous Woman,Ariana Grande,76FZM38RC8XaAjJ77CVTNe,2016-04-01,73,244453,0.623,0.0162,0.734,1.9e-06,0.145,0.372,-5.95,0.107,107.853,9,4,Energetic
Maps,V,Maroon 5,4gbVRS8gloEluzf0GzDOFc,2014-09-02,81,189960,0.742,0.0205,0.713,0,0.059,0.879,-5.522,0.0303,120.032,1,4,Energetic
Blinding Lights,After Hours,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,97,200040,0.514,0.00146,0.73,9.54e-05,0.0897,0.334,-5.934,0.0598,171.005,1,4,Energetic
I Know What You Did Last Summer,Handwritten,Shawn Mendes,2GyA33q5rti5IxkMQemRDH,2015-04-14,72,223853,0.687,0.102,0.761,0,0.147,0.743,-4.582,0.0876,113.939,9,4,Energetic
Don't Be so Hard on Yourself,I Cry When I Laugh,Jess Glynne,0sUyqewVzwv0e5tK3hS6vJ,2015,64,211460,0.571,0.0608,0.815,0,0.163,0.664,-3.267,0.0321,120.008,6,4,Energetic
Sexy Lady,Alive (Deluxe Edition),Jessie J,60YqDe8UqfRaSFZ6TvPI9u,2013-01-01,58,193506,0.71,0.00542,0.841,1.56e-05,0.0712,0.942,-7.082,0.0466,127.989,9,4,Energetic
Pon de Replay,Music Of The Sun,Rihanna,4TsmezEQVSZNNPv5RJ65Ov,2005-08-29,81,246960,0.779,0.000155,0.64,0.00077,0.101,0.498,-8.415,0.159,99.019,7,4,Energetic
Problem,My Everything (Deluxe),Ariana Grande,7vS3Y0IKjde7Xg85LWIEdP,2014-08-25,76,193920,0.66,0.0192,0.805,8.83e-06,0.159,0.625,-5.352,0.153,103.008,1,4,Energetic
Came Here for Love,Came Here for Love,Sigala,3kGfazcbVvVkuZunzlLgTD,2017-06-09,68,202999,0.708,0.0313,0.868,0,0.122,0.72,-3.287,0.0431,124.994,6,4,Energetic
Animals,V,Maroon 5,2bL2gyO6kBdLkNSkxXNh6x,2014-09-02,81,231013,0.279,0.000185,0.742,0,0.593,0.328,-6.46,0.0898,189.868,4,4,Energetic
The Edge Of Glory,Born This Way (International Special Edition Version),Lady Gaga,57F80059mWaWFvWG3tBTbO,2011-05-23,68,320546,0.583,0.000323,0.768,0.0162,0.109,0.357,-6.477,0.041,127.952,9,4,Energetic
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,3w3y8KPTfNeOKPiqUTakBh,2012-12-07,85,233478,0.726,0.049,0.698,0,0.309,0.867,-4.165,0.0431,143.994,5,4,Energetic
Stitches,Handwritten,Shawn Mendes,3zkWCteF82vJwv0hRLba76,2015-04-14,79,206880,0.746,0.0152,0.754,0,0.0486,0.746,-6.684,0.0676,149.882,1,4,Energetic
Cut To The Feeling,Cut To The Feeling,Carly Rae Jepsen,6EJiVf7U0p1BBfs0qqeb1f,2017-05-26,67,207959,0.71,0.0135,0.909,0.00123,0.303,0.648,-2.777,0.0639,115.001,2,4,Energetic
I Love It,Icona Pop,Icona Pop,27ilMN1oiW9849fReEYgOj,2012-01-01,49,156773,0.71,0.00828,0.901,1.34e-05,0.172,0.86,-2.686,0.0296,125.953,1,4,Energetic
Thumbs,EVOLution,Sabrina Carpenter,6WC5fhc9XMaCrUNKNjm9xE,2016-10-14,69,216466,0.73,0.0284,0.718,0,0.0892,0.127,-3.496,0.0478,135.045,8,4,Energetic
Burn,Halcyon Days,Ellie Goulding,2GgxS8bUT5G25QJTsfSv0R,2014-01-01,72,231211,0.559,0.31,0.777,0,0.105,0.329,-5.031,0.0432,87.016,1,4,Energetic
Galway Girl,÷ (Deluxe),Ed Sheeran,0afhq8XCExXpqazXczTSve,2017-03-03,80,170826,0.624,0.0735,0.876,0,0.327,0.781,-3.374,0.1,99.943,9,4,Energetic
Breaking Me,Breaking Me,Topic,3H7ihDc1dqLriiWXwsc2po,2019-12-19,89,166793,0.789,0.223,0.72,0,0.129,0.664,-5.652,0.218,122.031,8,4,Energetic
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5knuzwU65gJK7IF5yJsuaW,2016-10-21,78,251088,0.72,0.406,0.763,0,0.18,0.742,-4.068,0.0523,101.965,9,4,Energetic
Burnin' Up,A Little Bit Longer,Jonas Brothers,2VEsmoek0sol9MnJFyoG9e,2008-08-12,71,175093,0.667,0.0296,0.954,0,0.331,0.807,-3.462,0.0817,114.0,2,4,Energetic
Can't Hold Us - feat. Ray Dalton,The Heist,Macklemore & Ryan Lewis,3bidbhpOYeV4knp8AIu8Xn,2012-10-09,85,258342,0.641,0.0291,0.922,0,0.0862,0.847,-4.457,0.0786,146.078,2,4,Energetic
All About Tonight,Young Foolish Happy (Deluxe Edition),Pixie Lott,1Fx9aiORwv0cx5mFEBasHo,2011-01-01,59,186173,0.637,0.207,0.804,0,0.115,0.732,-6.141,0.0448,129.261,2,3,Energetic
Hate Me,Brightest Blue,Ellie Goulding,15og0pCEcTFWEXOFKdcJlU,2020-07-16,70,188066,0.64,0.0875,0.789,0,0.147,0.762,-4.891,0.0644,75.018,8,4,Energetic
Instruction,Tell Me You Love Me (Deluxe),Demi Lovato,7tAqJLfHwLyyaYHbqeqBQ1,2017-09-29,55,166426,0.771,0.112,0.916,0,0.125,0.927,-3.658,0.199,121.115,4,4,Energetic
Naturally,Kiss & Tell,Selena Gomez & The Scene,1YaVmBh7EAeR54FIjuFcb5,2009-01-01,66,202586,0.605,0.0185,0.902,1.01e-06,0.0534,0.875,-5.406,0.0511,132.612,10,4,Energetic
Ghost,Chapter One (Deluxe Version),Ella Henderson,4XPWKmy05Rcff6TLHNoNF8,2014-10-13,67,213213,0.68,0.0457,0.84,8.66e-06,0.143,0.468,-3.823,0.0414,104.975,9,4,Energetic
Applause,ARTPOP,Lady Gaga,5ka2ajep9OAvU5Sgduhiex,2013-11-11,74,212333,0.669,0.0265,0.78,1.63e-06,0.143,0.738,-4.287,0.053,139.945,7,4,Energetic
Coming Home,Coming Home,Sheppard,2MKXUXZIViCGpoFyysFpoj,2017-11-10,62,218385,0.612,0.128,0.937,4.14e-06,0.0991,0.653,-5.531,0.0592,144.013,4,4,Energetic
4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),Madonna,1oHClQEgDmmbcEx12Kc5nZ,2009-09-18,71,189693,0.753,0.00994,0.931,0.00696,0.234,0.767,-4.922,0.0652,113.029,2,4,Energetic
Work Bitch,Britney Jean (Deluxe Version),Britney Spears,3KliPMvk1EvFZu9cvkj8p1,2013-11-30,74,247960,0.629,0.155,0.824,0.000628,0.0651,0.852,-6.53,0.159,128.01,9,4,Energetic
Misery,Hands All Over,Maroon 5,3XojqFisTYTQm2p7HK5p4P,2010,58,216200,0.703,0.000307,0.811,0,0.199,0.711,-4.873,0.0423,102.979,4,4,Energetic
Call My Name,A Million Lights (Deluxe Version),Cheryl,5o7TXypciBNWzWLE6Hdzuz,2012-01-01,59,207975,0.696,0.00272,0.94,1.34e-06,0.0987,0.7,-3.498,0.064,128.005,8,4,Energetic
Swish Swish,Witness (Deluxe),Katy Perry,3OtMnyUaiipcAT23A8liyi,2017-06-09,71,242520,0.838,0.0184,0.705,1.82e-05,0.102,0.583,-5.201,0.0449,119.953,5,4,Energetic
Hotter Than Hell,Dua Lipa (Deluxe),Dua Lipa,5eTNdkstwKaNahHf41fJ9u,2017-06-02,67,187957,0.532,0.011,0.868,0,0.0584,0.529,-4.23,0.0908,110.127,3,4,Energetic
Hotel Room Service,Hotel Room Service,Pitbull,32yIEFS62uS5ryhr2Xlooj,2009-06-11,64,238506,0.849,0.00301,0.599,0.000249,0.0763,0.761,-8.164,0.227,126.003,6,4,Energetic
Geronimo - Jost & Damien Radio Mix,Before The Dinosaurs,Aura Dione,2gUevonjOXbtJCMpHwk5kO,2011-01-01,41,195760,0.649,0.334,0.845,0,0.235,0.429,-2.814,0.0527,117.056,4,4,Energetic
Break the Rules,SUCKER,Charli XCX,0A5qqtFMG1qrNQEcjvr1A2,2014-12-15,49,203907,0.676,0.0305,0.926,0.000658,0.0771,0.818,-2.244,0.0425,124.019,0,4,Energetic
Va Va Voom,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Nicki Minaj,2TLU9crGyk56PhgQTWuTvt,2012-01-01,49,182280,0.647,0.0659,0.807,0.0049,0.237,0.696,-3.802,0.0317,126.88,8,4,Energetic
Maneater,Loose (International Version),Nelly Furtado,4wH4dJgrsxONID6KS2tDQM,2006-01-01,79,258893,0.796,0.0261,0.777,0.000358,0.121,0.787,-4.81,0.0397,132.722,6,4,Energetic
No Money,No Money,Galantis,0gb1J5UrTpzaU1s3nupgCd,2016-04-01,71,189126,0.671,0.0282,0.916,0.00762,0.24,0.803,-4.014,0.0397,126.01,6,4,Energetic
Judas,Born This Way (International Special Edition Version),Lady Gaga,7F25roCtYi55JouckaayPC,2011-05-23,70,249066,0.664,0.00108,0.934,2.77e-05,0.27,0.53,-3.848,0.0697,130.982,10,4,Energetic
Mmm Yeah,Mmm Yeah,Austin Mahone,20zQs2LhTCzA2PfIPMxuWu,2014-01-26,0,231626,0.726,0.00217,0.938,1.89e-06,0.286,0.978,-2.52,0.0419,126.024,6,4,Energetic
E.T.,Teenage Dream,Katy Perry,50r1EUDpmSZRPo5aIZpmWi,2010-08-24,58,206373,0.602,0.0178,0.863,0,0.389,0.732,-5.423,0.0773,150.183,5,4,Energetic
